Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3vF0yZnO7cHJKNKzE3gN99,"For Props","Sundry Rock Song Stock","Yves Jarvis",2020-09-25,223761,27,false,1a74b63i0zf75qotyz7k0d8ew,2021-06-26T16:05:46Z,"","Anti/Epitaph",0.566,0.574,8,-10.725,0,0.0357,0.241,0.381,0.163,0.716,125.517,4
spotify:track:380cW88WvjXFmX3wzK1NOf,"Pelota (Cut a Rug Mix)","Pelota (Cut a Rug Mix)","Khruangbin,Quantic",2021-06-24,301995,0,false,124629905,2021-06-26T16:29:24Z,"neo-psychedelic,nu jazz,trip hop,downtempo,electrocumbia,latin alternative,acid jazz","Dead Oceans",0.848,0.65,9,-8.573,1,0.0939,0.019,0.715,0.0801,0.433,111.967,4
spotify:track:3dygHSr6gI25idXCPJVKsT,"Anyway The Wind Blows","Okie","J.J. Cale",1974-04-30,202666,44,false,124629905,2021-06-26T16:30:42Z,"blues,blues rock,roots rock","Universal International Music B.V.",0.875,0.284,0,-20.942,0,0.0559,0.977,0.929,0.0889,0.934,89.509,4
