Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2aYZaN5SmkRDLsrrV8GkBQ,"LA PATRULLA","ÉXODO","Peso Pluma,Neton Vega",2024-06-20,130614,82,true,12139429407,2024-06-21T04:13:26Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,banda,electro corridos,dembow belico","2024 Double P Records",0.722,0.74,6,-7.22,0,0.063,0.68,0.0000327,0.176,0.893,132.731,3
spotify:track:3BssiKHkHy0zXZCj1T8TcJ,"INMORTAL","Pa las Baby's Y Belikeada","Fuerza Regida,Chuyin",2023-10-20,137598,77,true,12139429407,2024-11-20T17:15:07Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records",0.781,0.82,4,-6.402,0,0.0453,0.148,0,0.0914,0.716,125.094,3
spotify:track:5D0N7a6vursEiO2jAC7dAF,"OYE","Dolido Pero No Arrepentido","Fuerza Regida",2024-02-09,161164,72,false,12139429407,2025-06-11T21:36:39Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records",0.681,0.882,9,-5.293,0,0.0403,0.0187,0,0.21,0.731,119.978,4
spotify:track:0JDrG1g5HXbfgGtRKT0ofH,"Diamantes","A Mis 20","Natanael Cano",2021-05-28,211352,80,false,12139429407,2025-07-19T21:09:26Z,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,electro corridos,música mexicana,banda","WEA Latina",0.662,0.759,9,-5.475,1,0.0353,0.389,0,0.141,0.513,92.438,3
spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"Que Onda","Que Onda","Calle 24,Chino Pacas,Fuerza Regida",2023-08-30,191466,78,true,12139429407,2023-08-31T00:52:42Z,"corrido,corridos tumbados,corridos bélicos,electro corridos,sad sierreño,música mexicana,sierreño,banda,dembow belico","Street Mob Records",0.808,0.944,10,-4.863,0,0.0408,0.183,0.00000111,0.138,0.937,124.934,3
spotify:track:1VvoSJiPG9dFsDQjTkACvG,"AMG","Nata Montana","Natanael Cano,Peso Pluma,Gabito Ballesteros",2023-06-30,174942,0,true,12139429407,2023-07-04T22:45:50Z,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,electro corridos,música mexicana,banda","WEA Latina",0.772,0.73,11,-6.657,0,0.0972,0.152,0.000107,0.274,0.786,136.175,3
spotify:track:6UtWwuheJr5LLDeVypPNx7,"EXCESOS","Pa las Baby's Y Belikeada","Fuerza Regida",2023-10-20,187076,80,false,12139429407,2025-06-05T19:47:28Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records",0.742,0.873,0,-5.913,0,0.0519,0.172,0,0.0857,0.796,128.053,3
spotify:track:3w1h7uNU1Dfk2tOaHiIGat,"PERO NO TE ENAMORES","PERO NO TE ENAMORES","Fuerza Regida",2024-07-25,183846,80,true,12139429407,2025-07-22T21:51:50Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records",0.724,0.886,8,-5.607,0,0.0325,0.348,0.0132,0.107,0.827,118.044,3
spotify:track:1x4LGf0GqVgvIUNBb8lcjV,"La Piña","Mi Vida Mi Muerte","Neton Vega,Oscar Maydon",2025-02-14,168897,65,false,12139429407,2025-07-22T22:19:59Z,"corrido,corridos tumbados,corridos bélicos,electro corridos,dembow belico,sad sierreño","Josa Records",0.634,0.775,5,-7.202,0,0.0347,0.441,0.0014,0.157,0.629,127.017,3
spotify:track:3XOETycmR1qWPgChIki7zx,"Infiltrados","Infiltrados","Efecto SR,miguel cornejo,Marcos Villalobos,Victor Valverde",2025-07-24,198666,52,true,12139429407,2025-07-25T22:02:15Z,"sad sierreño,corridos tumbados,corrido,sierreño,villancicos,corridos bélicos,electro corridos,dembow belico","HH records",0.785,0.848,10,-6.99,0,0.119,0.0459,0,0.444,0.891,90.078,4
