Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1g3ZcTXYefhBrsNwTitiFL,"I Belong to You","The Firewatcher's Daughter","Brandi Carlile",2015-03-06,270962,40,false,1a74b63i0zf75qotyz7k0d8ew,2021-06-30T02:48:51Z,"folk,americana","ATO Records",0.418,0.299,11,-10.791,1,0.0369,0.933,0.000215,0.111,0.43,112.414,4
spotify:track:3D8dwH690MXQRhtIZTSS9c,"Leaving On a Jet Plane - Greatest Hits Version","John Denver's Greatest Hits","John Denver",1973-11-01,245533,67,false,1a74b63i0zf75qotyz7k0d8ew,2021-06-30T02:53:43Z,"folk","RCA/Legacy",0.406,0.188,7,-13.039,1,0.0324,0.852,0,0.105,0.629,120.757,4
