Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6g9bK4Ln9CsjYaL4GUEzBI,"I'm Thinking Tonight of My Blue Eyes","The Essential Carter Family","The Carter Family",2013-11-19,180640,26,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:08:47Z,"bluegrass,traditional country,traditional folk,christian country,classic country","RCA/Legacy",0.723,0.294,9,-11.31,1,0.0282,0.952,0.0000616,0.221,0.948,108.43,4
spotify:track:1sgo3TjJirr6FT5ykXm26P,"I'm Thinking Tonight Of My Blue Eyes - 78rpm Version","The Essential Gene Autry","Gene Autry",2005-01-11,142760,11,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:09:08Z,"christmas","Columbia/Legacy",0.652,0.0947,2,-17.053,1,0.0313,0.984,0.0403,0.467,0.729,88.658,4
spotify:track:6JgHKt0WwdwlXIht6M0mqa,"I'm So Tired","Instrument Soundtrack","Fugazi",1999-04-01,118933,62,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:14:40Z,"post-hardcore,punk,noise rock,hardcore punk","Dischord Records",0.328,0.13,6,-15.094,1,0.0307,0.892,0.0129,0.122,0.169,78.454,4
spotify:track:13Oi7vfd9mrujcEmGAYAPe,"Your Cheatin' Heart","The Complete Hank Williams","Hank Williams",1998-09-22,161640,44,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:17:58Z,"classic country,honky tonk,traditional country,outlaw country,country,christian country","Mercury Nashville",0.671,0.243,0,-11.634,1,0.0282,0.774,0.0000194,0.082,0.689,127.645,4
spotify:track:66ecGkePk1YFFUczxbEuSc,"Jesus Is A Dying Bedmaker","America","John Fahey",1971,259600,30,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:18:19Z,"folk","Takoma",0.213,0.229,7,-15.769,1,0.0361,0.473,0.744,0.0956,0.138,89.07,4
spotify:track:2OYrhel5MHLGeTvXU9txqA,"Don't Take It Too Bad","Townes Van Zandt","Townes Van Zandt",1969-09,174146,37,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:18:30Z,"americana,outlaw country,folk,alt country,singer-songwriter,southern gothic","Fat Possum",0.624,0.134,0,-18.026,1,0.0352,0.824,0.00000189,0.13,0.497,112.615,3
spotify:track:2xjN913VdutT9qiRCCPqye,"Don't You Take It Too Bad - Live","Live at the Old Quarter Houston Texas","Townes Van Zandt",1977,177680,27,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:18:53Z,"americana,outlaw country,folk,alt country,singer-songwriter,southern gothic","Fat Possum",0.607,0.174,0,-19.433,1,0.0546,0.85,0.00000246,0.871,0.571,118.201,5
spotify:track:3fElupNRLRJ0tbUDahPrAb,"I'm Waiting For The Man","The Velvet Underground & Nico 45th Anniversary","The Velvet Underground,Nico",1967-03-12,279520,57,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:19:03Z,"proto-punk,art rock","Polydor",0.678,0.646,7,-9.765,1,0.0442,0.0324,0.869,0.152,0.826,125.844,4
spotify:track:1kZqGRYgjXHEq1M5IY0D9N,"I'm Waiting for the Man - May 1965 Demo","Words & Music May 1965","Lou Reed",2022-09-16,283853,18,false,1a74b63i0zf75qotyz7k0d8ew,2022-10-22T20:19:08Z,"glam rock,proto-punk,art rock","Light in the Attic",0.61,0.224,5,-13.471,1,0.0314,0.981,0.0259,0.153,0.349,99.035,4
